Name,Image_url,Price,Description
Brick Red Cotton Straight Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-981452.jpg?v=1625849079', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-804680.jpg?v=1625849079', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-674000.jpg?v=1625849079', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-133586.jpg?v=1625849079', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-492663.jpg?v=1625849079']","₹1,880","Beat the heat with our brick red straight-fit shorts, made from breathable cotton. It sits pretty on your waist with a mid-rise style and looks good with a crop top and sneakers. Take it with you wherever you go, a casual outing or a brunch with friends.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Indigo Dabu Print High Rise Comfort Fit Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_0958_d4a508f7-cc33-467e-aed6-bebbc60246d8.jpg?v=1638422191', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_0963_6496a8f4-25a9-4a94-aa6d-bbe7c095653f.jpg?v=1638422191', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_0956_9f1a743e-afc5-4c25-a6fc-db4f785a88ed.jpg?v=1638422191', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_0957_70cb5374-93f5-48a9-87aa-a2f6430ddd63.jpg?v=1638422191', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_0961_c1aa365d-6d11-4b2f-a248-83e4d989a745.jpg?v=1638422191']","₹2,800","Let your body feel the breeze in this sea-like indigo short shorts. It is hand-block printed using Dabu technique on a straight silhouette made from breathable cotton. Pair it with a crop top and flip-flops, and you're good from brunch to an evening outing.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Block Printed Mid-Rise Elasticated Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/straight-fit-belted-short-shorts-short-short-889155.jpg?v=1625849414', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/straight-fit-belted-short-shorts-short-short-182816.jpg?v=1625849414', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/straight-fit-belted-short-shorts-short-short-196280.jpg?v=1625849414', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/straight-fit-belted-short-shorts-short-short-815533.jpg?v=1625849414', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/straight-fit-belted-short-shorts-short-short-987011.jpg?v=1625849414']","₹3,690","These mid-rise short shorts are a skirt in disguise. A straight fit, inseam pockets, elasticated back, and room to bare your legs, they're comfy and breezy. A belt at the waist and Sanganeri block print just make these prettier. Pair them with a green or peach camisole top, and you're sure to look your best this summer!Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Sky Blue Crinkled Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-561579.jpg?v=1625850697', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-462658.jpg?v=1625850697', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-521363.jpg?v=1625850698', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-106361.jpg?v=1625850697', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-284311.jpg?v=1625850697', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-262102.jpg?v=1625850697', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-656328.jpg?v=1625850698']","₹3,520","Take a break from your busy life, and relax in our cool and breezy short shorts. Made from yarn-dyed 100% crinkled cotton, it features half elasticated waist for ease of wear, and inseam pockets for added functionality. Take it out on a sunny day styled with a white camisole and slide sandals for a walk along the beach.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Powder Pink Vegetable Dyed Handspun Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-982182.jpg?v=1626282323', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-227718.jpg?v=1626282323', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-969847.jpg?v=1626282323', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-993785.jpg?v=1626282323', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-551003.jpg?v=1626282323', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-vegetable-dyed-handspun-short-shorts-short-shorts-728897.jpg?v=1626282323']","₹4,660","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Natural Dyed Mid Rise Dabu Printed Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-668532.jpg?v=1626084919', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-799415.jpg?v=1626084919', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-918230.jpg?v=1626084919', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-237455.jpg?v=1626084919', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-266670.jpg?v=1626084919']","₹2,820","Making up for a summer wardrobe essential, this Indigo floral short shorts is a cute thing to take out for a brunch or a casual day-out. It even has patch pockets to keep your hands free for a chilled cola. Pair it with a crop top and slip-on shoes.
Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Ash Grey Flannel Convertible Pant Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-753382.jpg?v=1630140008', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-251847.jpg?v=1611242357', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-143366.jpg?v=1611242357', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-352315.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-380806.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-199819.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-281145.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-784625.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-184982.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401506.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-278156.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-497811.jpg?v=1611242358', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401993.jpg?v=1611242358']","₹4,630","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
White Short Crinkled Cotton Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-679340.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-166598.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-268133.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-244886.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-892179.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-577404.jpg?v=1625993784', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-717647.jpg?v=1625993784']","₹4,000","Airy and soft, these crinkled cotton shorts are sure to become your favorite this summer. With slash pockets to slide in your essentials, these short shorts feature half elasticated waist for a comfortable fit. Strike a pose at the beach in these shorts styles with a white top and flip-flops.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Blue Sanganeri Print Floral Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-390135.jpg?v=1625849045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-771677.jpg?v=1625849045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-264892.jpg?v=1625849045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-369121.jpg?v=1625849045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-868659.jpg?v=1625849045']","₹2,730","A hotter day needs shorter shorts. Our short shorts have a pretty Sanganeri floral print with slash pockets and tasseled drawstrings. Pair it with a pink or blue crop top and take it to the beach or brunch.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Mint Green Handspun Mid-Rise Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-849884.jpg?v=1626080718', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-881441.jpg?v=1626080718', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-572218.jpg?v=1626080718', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-234023.jpg?v=1626080718', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-587743.jpg?v=1626080718', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-321814.jpg?v=1626080718']","₹3,570","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Brick Red Vegetable Dyed Handspun Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-663628.jpg?v=1626188524', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-577627.jpg?v=1626188524', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-578294.jpg?v=1626188524', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-461294.jpg?v=1626188524', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-392414.jpg?v=1626188524', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-354640.jpg?v=1626188524']","₹4,660","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Beige Solid Cotton Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-131671.jpg?v=1611250601', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-521202.jpg?v=1611250601', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-114410.jpg?v=1611250601', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-535108.jpg?v=1611250601', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-786730.jpg?v=1611250601']","₹2,460","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Olive Green Cotton Straight Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-148624.jpg?v=1611242437', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-974322.jpg?v=1611242437', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-403116.jpg?v=1611242437', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-685767.jpg?v=1611242437', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-553617.jpg?v=1611242437']","₹1,880","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Teal Blue Low Rise Short Cotton Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3311_139c52a6-d380-4451-9b09-d65833ae47ac.jpg?v=1640770756', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3308_d0042ac0-8751-43a7-ac51-f538ba625d06.jpg?v=1640770769', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3301_98320ddb-c017-4b0b-b3bb-60053f5572ff.jpg?v=1640770769', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3316_9952abf8-9c5a-4bed-be5f-6e4d3f3cf79a.jpg?v=1640770769', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3304_a76078cd-90b4-42f5-b9ea-91b50c182a50.jpg?v=1640770769']","₹3,140","Take a break from your busy life, and relax in our cool and breezy short shorts. Made from100% cotton, it features half elasticated waist for effortless wearing, and slash pockets for added functionality. It comes complete with sea-shell buttons and a drawstring at the waist. Take it out on a sunny day styled with a white camisole and slide sandals for a walk along the beach.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Striped Mobile Pocket Bagru Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-367433.jpg?v=1626171990', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-511714.jpg?v=1626171990', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-997255.jpg?v=1626171990', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-429509.jpg?v=1626171990', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-306455.jpg?v=1626171990']","₹3,010","A cute pair of striped short shorts made of breathable cotton, printed in natural Bagru print, and has slant pockets with additional mobile pockets. What is more snug and cute? Pair it with a black crop top, and head out for a brunch or the beach!Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Rust Vegetable Dyed Handspun Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-117885.jpg?v=1626282778', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-529557.jpg?v=1626282778', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-544971.jpg?v=1626282778', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-357087.jpg?v=1626282778', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-292549.jpg?v=1626282778', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-541891.jpg?v=1626282778']","₹4,660","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Beige Mid-Rise Cotton Straight Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-665511.jpg?v=1611242420', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-112654.jpg?v=1611242420', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-691123.jpg?v=1611242420', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-493265.jpg?v=1611242420']","₹1,880","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Powder Blue Vegetable Dyed Handspun Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-323649.jpg?v=1626282234', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-832460.jpg?v=1626282234', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-569170.jpg?v=1626282234', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-380090.jpg?v=1626282234', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-515609.jpg?v=1626282234', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-276819.jpg?v=1626282234']","₹4,660","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
Teal Mid-Rise Cotton Straight Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2137.jpg?v=1640772528', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2136.jpg?v=1640772528', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2133.jpg?v=1640772528', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2142.jpg?v=1640772528', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2141.jpg?v=1640772520']","₹1,880","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
White Mid Rise Paisley Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-799175.jpg?v=1626371001', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-554380.jpg?v=1626371001', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-425966.jpg?v=1626371001', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-622898.jpg?v=1626371001', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-684463.jpg?v=1626371001']","₹3,800","Heading out to the beach? This summer stroll in style with our short shorts. With banded waist and inseam pockets, this is the most versatile a pair of shorts can get. It is made from 100% cotton, and features hand-block printed paisleys. Style it with a pink crop top to strike a pose wherever you go.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Mint Green Cotton Chambray Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-179758.jpg?v=1626280045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-310386.jpg?v=1626280045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-632889.jpg?v=1626280045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-532215.jpg?v=1626280045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-981076.jpg?v=1626280045', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-542178.jpg?v=1626280045']","₹3,200","Nothing's better than a pair of mint green shorts on a hot sunny day. Made from 100% cotton chambray, it is soft, breezy, and comfortable to wear. It features a half elasticated waist for a snug fit and inseam pockets to carry your stuff. These gathered shorts can be perfectly paired with a blue top and slide sandals.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Powder Pink Handspun Mid Rise Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-609353.jpg?v=1626282304', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-274630.jpg?v=1626282304', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-267122.jpg?v=1626282304', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-778319.jpg?v=1626282304', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-957734.jpg?v=1626282304']","₹4,450","Perfect for a Sunday brunch, these paneled shorts are a blend of comfy and chic. Made from Azo-Free dyed 100% cotton, it features slash pockets for all your essentials. These micro-length shorts come complete with a fully elasticated waist for a snug fit. Style it with an off-white camisole and flip-ons, and be sure to get noticed.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Aqua Blue Hand Tie Dyed Short Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-411870.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-570714.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-751966.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-718582.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-521735.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-238076.jpg?v=1626187030', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-184257.jpg?v=1626187030']","₹3,390","Comfy and light, these hand Tie Dyed shorts are perfect for anyone who enjoys a breakfast by the waves. It is made from 100% cotton, with elasticated waist for the ease of wearing and patch pockets to carry your stuff. Get out in the sun wearing these shorts with a white spaghetti top and slide sandals.Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. "
Warm Dusk Beige Cotton Flannel Shorts  ,"['//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-198205.jpg?v=1626083754', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-293835.jpg?v=1626083754', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-925155.jpg?v=1626083754', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-145757.jpg?v=1626083754', '//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-113220.jpg?v=1626083754']","₹3,390","Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique. We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts."
